198
116
37.5846,-1.0
37.5828,-1.01
37.5728,-1.015
37.5746,-1.0259
37.5787,-1.0391
37.5813,-1.0493
37.5805,-1.0599
37.5805,-1.0702
37.5813,-1.0801
37.5764,-1.0901
37.5687,-1.0992
37.5696,-1.1092
37.5629,-1.1168
37.5532,-1.1262
37.5461,-1.1168
37.5367,-1.1071
37.5338,-1.1191
37.5379,-1.1318
37.5397,-1.1417
37.5406,-1.1541
37.542,-1.1676
37.5517,-1.1746
37.5629,-1.1758
37.567,-1.1866
37.5714,-1.196
37.5728,-1.2116
37.5746,-1.2215
37.5755,-1.2315
37.5769,-1.2435
37.5705,-1.2523
37.5582,-1.2538
37.5579,-1.2641
37.5564,-1.2749
37.5561,-1.2875
37.5605,-1.3025
37.562,-1.316
37.5629,-1.3283
37.5561,-1.3418
37.552,-1.3518
37.5391,-1.3679
37.5312,-1.3741
37.5274,-1.3838
37.5218,-1.3928
37.5124,-1.3996
37.5062,-1.4157
37.5039,-1.4275
37.4995,-1.4366
37.4945,-1.4459
37.4892,-1.4547
37.4813,-1.4618
37.4725,-1.4679
37.4634,-1.4738
37.4534,-1.4797
37.4432,-1.4829
37.4347,-1.4767
37.4253,-1.4817
37.4212,-1.4941
37.4276,-1.502
37.432,-1.5184
37.4259,-1.5272
37.4197,-1.5366
37.4132,-1.5445
37.4121,-1.5583
37.403,-1.5633
37.4071,-1.575
37.4009,-1.5829
37.3995,-1.5935
37.3945,-1.6026
37.3865,-1.6096
37.3813,-1.6217
37.3728,-1.6284
37.3731,-1.6401
37.3651,-1.6472
37.3549,-1.6495
37.3572,-1.6674
37.3513,-1.6759
37.3443,-1.6839
37.3349,-1.6903
37.3258,-1.6947
37.3167,-1.6997
37.3076,-1.7056
37.2988,-1.7149
37.2915,-1.722
37.2842,-1.7296
37.278,-1.7393
37.2672,-1.7493
37.261,-1.7595
37.2507,-1.7663
37.2416,-1.7722
37.2355,-1.7801
37.2328,-1.79
37.2267,-1.798
37.2182,-1.8038
37.2082,-1.8079
37.1982,-1.8112
37.1882,-1.8156
37.1791,-1.8206
37.1692,-1.822
37.1592,-1.8211
37.1492,-1.8229
37.1375,-1.8261
37.1275,-1.8288
37.1175,-1.832
37.1117,-1.8405
37.1008,-1.8446
37.0932,-1.8528
37.0818,-1.8478
37.0709,-1.8496
37.0609,-1.8528
37.0524,-1.8587
37.0424,-1.8637
37.0375,-1.8728
37.0275,-1.8772
37.0143,-1.8772
37.0067,-1.8871
37.0002,-1.8889
2
37.3467,-1.6531
37.3467,-1.6531
2
37.3593,-1.6478
37.3593,-1.6478
2
37.4083,-1.548
37.4083,-1.548
2
37.4725,-1.4671
37.4725,-1.4671
2
37.5576,-1.3295
37.5576,-1.3295
2
37.5558,-1.2696
37.5558,-1.2696
2
37.5708,-1.2121
37.5708,-1.2121
2
37.5708,-1.0438
37.5708,-1.0438
2
37.5717,-1.022
37.5717,-1.022
2
37.0002,-1.8889
37.0,-1.8889
2
37.5846,-1.0
37.5846,-1.0
91
37.5846,-1.0
37.5819,-0.98831
37.5934,-0.98714
37.5963,-0.97511
37.5863,-0.97746
37.5764,-0.97511
37.5746,-0.96514
37.5737,-0.95428
37.5655,-0.96015
37.5579,-0.9534
37.5596,-0.94167
37.557,-0.93169
37.5546,-0.92172
37.5587,-0.91175
37.5629,-0.90177
37.5655,-0.8918
37.5687,-0.88094
37.5778,-0.87596
37.5796,-0.86598
37.5805,-0.85513
37.5872,-0.84515
37.5778,-0.83019
37.5746,-0.81934
37.5808,-0.81054
37.5854,-0.79675
37.5922,-0.7859
37.5928,-0.77504
37.5972,-0.76507
37.5981,-0.75157
37.6004,-0.7416
37.6022,-0.73163
37.6063,-0.71989
37.6142,-0.71373
37.6242,-0.70464
37.6303,-0.69349
37.6362,-0.7017
37.6441,-0.70874
37.6526,-0.71549
37.6418,-0.72459
37.6344,-0.73163
37.6344,-0.74512
37.6429,-0.75656
37.6479,-0.76595
37.6497,-0.77592
37.6529,-0.7859
37.657,-0.79587
37.6629,-0.80673
37.6688,-0.81494
37.6767,-0.82462
37.6858,-0.82961
37.6966,-0.8387
37.7142,-0.8563
37.7242,-0.85806
37.7351,-0.85043
37.745,-0.84633
37.7529,-0.83841
37.7544,-0.82843
37.7612,-0.81993
37.7755,-0.80585
37.7884,-0.79968
37.7993,-0.80203
37.8084,-0.79616
37.8146,-0.78824
37.8195,-0.77768
37.8093,-0.76976
37.8008,-0.76389
37.7905,-0.75597
37.8034,-0.75216
37.8134,-0.75627
37.8234,-0.75715
37.8342,-0.76038
37.8501,-0.76126
37.8615,-0.76126
37.87,-0.75539
37.88,-0.75216
37.8899,-0.7504
37.8996,-0.746
37.9078,-0.73749
37.9128,-0.7284
37.9249,-0.72136
37.9342,-0.71784
37.9413,-0.70992
37.9501,-0.70376
37.9615,-0.70053
37.9694,-0.69408
37.9744,-0.68264
37.9753,-0.67266
37.98,-0.66298
37.9882,-0.65535
37.9997,-0.65095
38.0,-0.64949
4
37.6966,-0.77622
37.6975,-0.76477
37.7007,-0.77534
37.6966,-0.77622
2
37.7835,-0.74864
37.7835,-0.74864
2
37.7257,-0.70962
37.7257,-0.70962
2
37.6491,-0.65447
37.6491,-0.65447
2
37.6541,-0.64949
37.6541,-0.64949
2
37.7858,-0.76126
37.7858,-0.76126
2
37.7884,-0.75803
37.7884,-0.75803
2
37.6649,-0.74952
37.6649,-0.74952
2
37.7876,-0.74864
37.7876,-0.74864
2
37.8867,-0.74952
37.8867,-0.74952
2
37.711,-0.75304
37.711,-0.75304
2
37.7016,-0.80379
37.7016,-0.80379
2
37.559,-0.9713
37.559,-0.9713
2
37.6432,-0.65887
37.6432,-0.65887
2
37.6691,-0.74219
37.6691,-0.74219
2
37.7315,-0.69789
37.7315,-0.69789
2
37.7817,-0.75715
37.7817,-0.75715
28
37.7758,-0.75392
37.7574,-0.74629
37.7483,-0.73955
37.7365,-0.73867
37.7257,-0.74043
37.7133,-0.74365
37.7016,-0.74219
37.6916,-0.74131
37.6808,-0.73632
37.6691,-0.73368
37.6608,-0.74043
37.6602,-0.73016
37.6547,-0.72018
37.6655,-0.72077
37.6735,-0.72723
37.6834,-0.73133
37.6934,-0.73544
37.7048,-0.73867
37.7175,-0.73955
37.7324,-0.7372
37.7424,-0.73368
37.7474,-0.72459
37.7512,-0.73515
37.76,-0.74277
37.77,-0.74365
37.7799,-0.74277
37.7779,-0.75333
37.7758,-0.75392
17
39.0,-0.15782
38.9883,-0.14961
38.9774,-0.14052
38.9692,-0.13201
38.9601,-0.1238
38.9437,-0.10766
38.9314,-0.093287
38.9196,-0.080086
38.9138,-0.071578
38.907,-0.063365
38.9011,-0.054857
38.8938,-0.045763
38.8879,-0.037549
38.8812,-0.028455
38.8753,-0.019948
38.8712,-0.009974
38.8712,0.0
96
38.6321,0.0
38.6263,-0.018481
38.6204,-0.026695
38.6113,-0.034909
38.6037,-0.041656
38.5978,-0.050164
38.5893,-0.058084
38.5799,-0.062778
38.5711,-0.057497
38.5632,-0.049577
38.5541,-0.057204
38.5462,-0.067472
38.5394,-0.075979
38.5344,-0.085953
38.5254,-0.097394
38.528,-0.10737
38.5353,-0.11499
38.5362,-0.12761
38.538,-0.13758
38.5371,-0.1499
38.5321,-0.15929
38.5254,-0.1675
38.5171,-0.17425
38.5171,-0.18511
38.5154,-0.19831
38.5122,-0.20916
38.5072,-0.21826
38.5063,-0.22823
38.5004,-0.2382
38.4987,-0.24847
38.4969,-0.25991
38.4945,-0.27077
38.4913,-0.28074
38.4878,-0.29013
38.4837,-0.3001
38.4787,-0.3092
38.4734,-0.31946
38.467,-0.32826
38.462,-0.33824
